Timestamp,Agreed,Gender,Age,Weight,Income,College fees,Scholarship,Loans,Course,CGPA,Backlog,Study Hours,Smartphone Usage,Laptop Usage,Sleep Hours,Medications,Financial Stress,Smoking Habit,Drinking Habit,Smartwatch,Smarthwatch Brand,Low BPM,Average BPM,High BPM,Steps walked 
2024/02/01 7:44:45 pm GMT+5:30,YES,Male,17,69,40000,63000,Yes,No,Bcom,8.7,0,1,5,1,7,No,5,No,No,Yes,Mi,79,87,97,284616
2024/02/01 7:44:46 pm GMT+5:30,YES,Male,17,51,40000,65000,No,Yes,BE,6.5,3,3,5,1,8,No,5,No,No,Yes,Fossil,68,95,109,260929
2024/02/01 7:44:46 pm GMT+5:30,YES,Male,20,52,20000,45000,No,Yes,Bcom,8.9,1,1,4,1,8,No,5,No,Yes,Yes,Noise,62,87,107,491694
2024/02/01 7:44:46 pm GMT+5:30,YES,Female,21,52,40000,63000,Yes,No,BTech,9.7,0,3,6,0,9,No,4,Yes,No,Yes,Mi,61,89,103,214261
2024/02/01 7:44:47 pm GMT+5:30,YES,Female,21,70,20000,115000,No,No,Bcom,9.5,1,3,4,0,8,No,5,No,Yes,Yes,Apple,66,96,114,422654
2024/02/01 7:44:47 pm GMT+5:30,YES,Male,24,50,200000,108000,Yes,Yes,Bcom,7.9,1,3,4,0,7,No,5,Yes,No,Yes,Fastrack,61,99,106,415117
2024/02/01 7:44:48 pm GMT+5:30,YES,Female,24,68,20000,65000,Yes,Yes,MTech,7.3,1,3,3,2,8,No,6,No,Yes,Yes,FitBit,63,96,95,475514
2024/02/01 7:44:49 pm GMT+5:30,YES,Female,21,62,60000,115000,No,Yes,Bcom,6.2,0,1,4,2,7,No,6,No,Yes,Yes,Noise,69,95,97,250760
2024/02/01 7:44:49 pm GMT+5:30,YES,Female,19,48,100000,87000,Yes,No,BTech,9.5,3,3,4,2,7,No,5,No,Yes,Yes,FireBolt,80,88,106,235633
2024/02/01 7:44:49 pm GMT+5:30,YES,Male,21,47,40000,63000,Yes,Yes,BTech,8.2,2,2,6,0,9,No,4,No,Yes,Yes,AmazFit,79,83,112,206997
2024/02/01 7:44:50 pm GMT+5:30,YES,Female,18,57,50000,45000,No,No,MCA,6.5,3,2,5,1,8,No,4,No,Yes,Yes,Fitbit,74,94,106,476149
2024/02/01 7:44:51 pm GMT+5:30,YES,Male,17,65,50000,65000,No,Yes,BCA,6.8,1,1,6,2,8,No,5,No,Yes,Yes,Samsung,61,96,111,469680
2024/02/01 7:44:52 pm GMT+5:30,YES,Male,17,67,200000,105000,Yes,Yes,Mcom,8.5,0,3,3,2,8,No,6,No,Yes,Yes,Fossil,77,97,101,363961
2024/02/01 7:44:53 pm GMT+5:30,YES,Female,20,57,65000,65000,Yes,No,MTech,7.2,2,1,3,1,8,No,4,Yes,Yes,Yes,FireBolt,66,97,111,451012
2024/02/01 7:46:44 pm GMT+5:30,YES,Female,22,63,100000,108000,No,Yes,BCA,8.6,2,0,5,2,8,No,6,Yes,Yes,Yes,FitBit,78,84,105,244763
2024/02/01 7:46:45 pm GMT+5:30,YES,Male,20,66,70000,108000,Yes,No,Msc,8.4,1,5,6,0,7,No,5,Yes,Yes,Yes,Apple,80,87,101,223115
2024/02/01 7:46:46 pm GMT+5:30,YES,Female,21,69,40000,90000,No,Yes,Mcom,9.1,1,1,6,2,8,No,6,No,No,Yes,FireBolt,70,98,116,203995
2024/02/01 7:46:46 pm GMT+5:30,YES,Male,17,70,95000,45000,Yes,No,BTech,6.3,0,0,6,2,8,No,4,No,No,Yes,FitBit,60,86,100,208112
2024/02/01 7:46:47 pm GMT+5:30,YES,Male,20,58,30000,115000,Yes,Yes,Bsc,6.4,3,0,6,0,9,No,4,No,Yes,Yes,Fastrack,61,86,95,475714
2024/02/01 7:46:48 pm GMT+5:30,YES,Female,19,55,100000,45000,Yes,Yes,Bcom,6.3,0,1,6,1,7,No,4,No,Yes,Yes,Mi,75,88,102,374054
2024/02/01 7:46:48 pm GMT+5:30,YES,Male,20,61,15000,87000,No,No,Bsc,6.1,0,6,4,2,9,No,5,Yes,Yes,Yes,Fitbit,77,87,101,474613
2024/02/01 7:46:49 pm GMT+5:30,YES,Female,21,47,60000,108000,No,No,Bcom,8.2,3,1,3,1,9,No,6,Yes,Yes,Yes,Fitbit,66,96,107,233413
2024/02/01 7:46:49 pm GMT+5:30,YES,Female,18,47,200000,90000,No,No,MTech,8.4,2,3,6,1,9,No,4,No,No,Yes,Fossil,74,87,113,263972
2024/02/01 7:46:49 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:46:50 pm GMT+5:30,YES,Female,23,50,15000,63000,No,Yes,BCA,8.2,2,1,3,1,9,No,5,No,Yes,Yes,Fossil Gen,78,98,116,211295
2024/02/01 7:46:50 pm GMT+5:30,YES,Female,21,67,15000,108000,Yes,No,Bsc,9.7,3,3,4,1,9,No,5,No,Yes,Yes,FireBolt,68,90,115,273894
2024/02/01 7:46:51 pm GMT+5:30,YES,Female,19,50,15000,63000,Yes,Yes,BE,6.8,0,0,6,2,9,No,5,No,Yes,Yes,AmazFit,73,86,110,323102
2024/02/01 7:46:52 pm GMT+5:30,YES,Male,20,53,95000,90000,Yes,Yes,MTech,7.2,0,2,4,1,8,No,5,No,No,Yes,Firebolt,70,90,114,399050
2024/02/01 7:46:52 pm GMT+5:30,YES,Male,22,66,50000,62000,No,No,MCA,8.2,2,3,4,2,7,No,8,No,No,Yes,AmazFit,65,89,106,424122
2024/02/01 7:46:53 pm GMT+5:30,YES,Female,17,56,15000,65000,No,No,BTech,7.9,1,0,4,2,7,No,8,No,No,Yes,FireBolt,78,95,109,284898
2024/02/01 7:46:54 pm GMT+5:30,YES,Male,19,66,65000,105000,No,No,BTech,6,3,6,4,0,7,No,9,Yes,Yes,Yes,FireBolt,62,88,99,230309
2024/02/01 7:46:54 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:46:54 pm GMT+5:30,YES,Male,19,46,95000,90000,Yes,No,BTech,6.9,3,0,3,0,8,No,8,No,No,Yes,Fossil Gen,61,85,112,477004
2024/02/01 7:46:55 pm GMT+5:30,YES,Female,20,47,100000,62000,No,No,Mcom,6.3,0,3,5,1,8,No,8,No,No,Yes,Noise,75,99,97,402453
2024/02/01 7:46:55 pm GMT+5:30,YES,Female,24,64,40000,62000,Yes,Yes,Mcom,9.9,3,6,4,1,9,No,8,Yes,Yes,Yes,Samsung,65,94,111,371243
2024/02/01 7:46:56 pm GMT+5:30,YES,Female,22,46,95000,90000,No,Yes,Bcom,6.6,2,5,4,0,8,No,6,No,No,Yes,Mi,73,92,97,265845
2024/02/01 7:46:56 pm GMT+5:30,YES,Female,18,49,20000,108000,No,No,BTech,9.2,3,3,6,2,9,No,6,No,No,Yes,Noise,73,88,102,235693
2024/02/01 7:46:57 pm GMT+5:30,YES,Male,24,64,100000,108000,No,No,Mcom,8,3,2,5,1,8,No,8,Yes,Yes,Yes,Fitbit,78,84,96,473182
2024/02/01 7:46:57 pm GMT+5:30,YES,Male,23,52,200000,45000,No,No,MTech,8.7,2,4,6,2,7,No,9,No,No,Yes,Apple,64,85,110,336589
2024/02/01 7:46:58 pm GMT+5:30,YES,Male,22,68,60000,65000,No,Yes,Mcom,8.9,3,3,5,2,7,No,7,No,No,Yes,FireBolt,75,85,99,301774
2024/02/01 7:46:58 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:46:59 pm GMT+5:30,YES,Male,20,45,30000,87000,Yes,Yes,MTech,8,1,1,6,0,7,No,7,No,No,Yes,Fossil,67,90,110,410130
2024/02/01 7:46:59 pm GMT+5:30,YES,Female,17,56,20000,115000,Yes,No,Bcom,6.6,2,1,5,1,9,No,6,Yes,Yes,Yes,Fitbit,73,92,109,497724
2024/02/01 7:46:59 pm GMT+5:30,YES,Female,17,54,60000,63000,Yes,No,BTech,8.9,3,4,5,0,7,No,8,No,No,Yes,Samsung,67,87,110,234601
2024/02/01 7:47:00 pm GMT+5:30,YES,Female,19,68,30000,90000,No,No,BTech,9.3,3,2,3,0,8,No,9,No,No,Yes,Noise,67,97,95,203641
2024/02/01 7:47:01 pm GMT+5:30,YES,Male,18,48,20000,105000,No,No,Bcom,6.6,3,0,5,2,8,No,9,No,No,Yes,Apple,73,83,104,339573
2024/02/01 7:47:01 pm GMT+5:30,YES,Male,20,60,30000,65000,Yes,No,BCA,7.7,2,3,6,1,8,No,6,No,No,Yes,Noise,70,85,99,444923
2024/02/01 7:47:02 pm GMT+5:30,YES,Male,18,52,95000,65000,No,No,BTech,8.7,2,4,6,2,7,No,8,No,Yes,Yes,Fastrack,80,93,113,293008
2024/02/01 7:47:02 pm GMT+5:30,YES,Male,17,53,15000,105000,No,No,MTech,7.1,0,1,6,2,8,No,8,Yes,Yes,Yes,Fitbit,71,84,100,238630
2024/02/01 7:47:03 pm GMT+5:30,YES,Female,22,47,20000,65000,No,Yes,BCA,9,0,3,4,2,8,No,6,No,No,Yes,Firebolt,80,92,109,446170
2024/02/01 7:47:03 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:04 pm GMT+5:30,YES,Male,24,60,20000,90000,No,No,BCA,9.5,0,3,5,2,7,No,6,No,Yes,Yes,Fossil,62,96,115,262724
2024/02/01 7:47:04 pm GMT+5:30,YES,Female,18,60,15000,90000,Yes,Yes,Bcom,8.5,2,5,6,2,7,No,6,No,Yes,Yes,Mi,76,87,108,439512
2024/02/01 7:47:05 pm GMT+5:30,YES,Male,24,70,100000,108000,Yes,No,BCA,7.6,2,1,5,2,8,No,7,No,No,Yes,Fossil Gen,62,94,101,289661
2024/02/01 7:47:05 pm GMT+5:30,YES,Male,20,53,200000,63000,Yes,No,MCA,8.1,1,6,5,0,7,No,8,No,No,Yes,Fitbit,74,86,110,440037
2024/02/01 7:47:06 pm GMT+5:30,YES,Male,19,69,80000,108000,No,No,BCA,6.8,3,5,4,0,7,No,6,No,Yes,Yes,AmazFit,77,98,98,203157
2024/02/01 7:47:06 pm GMT+5:30,YES,Male,20,65,40000,87000,No,Yes,BTech,9.1,1,2,3,2,8,No,6,No,Yes,Yes,Firebolt,61,95,101,438266
2024/02/01 7:47:07 pm GMT+5:30,YES,Male,17,53,65000,87000,No,No,BTech,9.4,0,0,6,1,7,No,6,No,Yes,Yes,Noise,65,85,116,260023
2024/02/01 7:47:08 pm GMT+5:30,YES,Male,17,46,65000,108000,Yes,No,Msc,9.2,3,3,4,2,8,No,8,No,Yes,Yes,Fossil Gen,60,97,102,487597
2024/02/01 7:47:08 pm GMT+5:30,YES,Female,22,45,60000,45000,Yes,No,MCA,9.4,3,0,6,0,9,No,7,No,Yes,Yes,Noise,63,86,102,408253
2024/02/01 7:47:08 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:09 pm GMT+5:30,YES,Female,20,46,15000,62000,Yes,Yes,Bsc,7.5,1,3,4,1,8,No,6,Yes,Yes,Yes,Fitbit,67,88,98,463543
2024/02/01 7:47:09 pm GMT+5:30,YES,Male,20,47,60000,108000,Yes,No,MTech,6.1,0,0,3,2,9,No,9,Yes,Yes,Yes,Samsung,79,85,115,379587
2024/02/01 7:47:09 pm GMT+5:30,YES,Female,22,61,95000,63000,No,Yes,Mcom,8.9,0,3,5,1,9,No,6,Yes,Yes,Yes,Fastrack,67,95,104,208779
2024/02/01 7:47:10 pm GMT+5:30,YES,Male,21,51,20000,90000,Yes,Yes,Bsc,6.1,3,0,5,2,9,No,6,Yes,Yes,Yes,Firebolt,73,94,102,239352
2024/02/01 7:47:11 pm GMT+5:30,YES,Male,20,70,70000,105000,No,No,Bsc,7,2,3,4,1,7,No,9,Yes,Yes,Yes,Samsung,77,95,101,351945
2024/02/01 7:47:11 pm GMT+5:30,YES,Male,24,52,20000,87000,No,No,MTech,6.6,2,6,4,2,8,No,7,No,No,Yes,Fitbit,69,88,103,322008
2024/02/01 7:47:12 pm GMT+5:30,YES,Female,19,65,95000,108000,Yes,Yes,BE,8.9,2,1,5,1,9,No,7,No,No,Yes,Noise,75,95,96,244398
2024/02/01 7:47:12 pm GMT+5:30,YES,Female,19,56,95000,63000,Yes,Yes,Bcom,7.1,0,2,3,0,7,No,4,No,No,Yes,Boat,78,98,98,229093
2024/02/01 7:47:13 pm GMT+5:30,YES,Female,19,51,60000,63000,Yes,Yes,Bsc,8.3,3,6,3,2,8,No,5,No,No,Yes,Mi,80,85,113,386126
2024/02/01 7:47:13 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:13 pm GMT+5:30,YES,Male,17,68,20000,65000,Yes,Yes,BE,8.6,2,3,4,1,9,No,4,No,Yes,Yes,Fastrack,72,82,97,412517
2024/02/01 7:47:14 pm GMT+5:30,YES,Female,18,59,100000,65000,No,Yes,BCA,6.8,2,2,4,2,8,No,6,No,Yes,Yes,AmazFit,67,84,104,357583
2024/02/01 7:47:14 pm GMT+5:30,YES,Male,22,51,95000,115000,Yes,No,BCA,6.3,1,4,3,2,8,No,5,No,Yes,Yes,Firebolt,66,82,106,354006
2024/02/01 7:47:15 pm GMT+5:30,YES,Male,20,46,95000,62000,Yes,Yes,BTech,7.8,1,2,6,0,8,No,4,No,Yes,Yes,Samsung,68,99,114,471507
2024/02/01 7:47:15 pm GMT+5:30,YES,Female,18,62,95000,45000,No,No,MTech,8.1,0,0,5,2,7,No,5,No,Yes,Yes,FitBit,65,85,108,248011
2024/02/01 7:47:16 pm GMT+5:30,YES,Female,19,48,200000,45000,No,No,Bcom,6.6,1,2,6,0,7,No,5,Yes,Yes,Yes,Mi,70,89,108,402535
2024/02/01 7:47:16 pm GMT+5:30,YES,Female,19,52,20000,105000,Yes,No,BCA,6.5,1,1,3,0,8,No,6,No,No,Yes,Mi,80,84,105,266140
2024/02/01 7:47:17 pm GMT+5:30,YES,Male,21,64,60000,62000,Yes,Yes,Mcom,9.3,2,0,4,2,7,No,5,No,Yes,Yes,Fitbit,68,89,105,472816
2024/02/01 7:47:18 pm GMT+5:30,YES,Female,24,53,20000,62000,No,No,MTech,8.5,0,4,4,2,8,No,5,Yes,Yes,Yes,Fitbit,72,81,97,365100
2024/02/01 7:47:18 pm GMT+5:30,YES,Female,23,69,65000,62000,No,Yes,MCA,8.4,3,5,4,2,8,No,4,No,Yes,Yes,Fossil Gen,76,84,102,410234
2024/02/01 7:47:19 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:19 pm GMT+5:30,YES,Female,23,57,50000,63000,Yes,No,BE,6.9,1,0,4,0,7,No,5,No,Yes,Yes,Firebolt,64,95,113,284601
2024/02/01 7:47:19 pm GMT+5:30,YES,Male,22,59,100000,45000,Yes,Yes,MTech,7.2,3,2,4,2,9,No,6,Yes,No,Yes,FireBolt,60,84,112,379553
2024/02/01 7:47:20 pm GMT+5:30,YES,Male,22,47,100000,62000,Yes,Yes,MTech,8.5,0,6,4,0,8,No,6,Yes,No,Yes,Apple,66,92,97,377632
2024/02/01 7:47:21 pm GMT+5:30,YES,Male,20,61,40000,90000,Yes,Yes,MCA,9.3,1,6,5,2,7,No,6,No,No,Yes,Boat,64,84,100,403884
2024/02/01 7:47:21 pm GMT+5:30,YES,Female,23,60,65000,62000,No,No,MTech,7.5,2,3,4,1,9,No,4,No,No,Yes,FireBolt,60,95,106,332106
2024/02/01 7:47:22 pm GMT+5:30,YES,Female,17,52,80000,65000,Yes,Yes,BE,7.6,1,4,3,1,9,No,5,Yes,Yes,Yes,AmazFit,79,90,102,468579
2024/02/01 7:47:22 pm GMT+5:30,YES,Male,23,46,65000,65000,Yes,No,Msc,6.5,1,5,3,1,7,No,6,No,No,Yes,FitBit,76,83,101,262891
2024/02/01 7:47:23 pm GMT+5:30,YES,Male,23,55,50000,90000,No,No,Msc,7.1,2,6,6,2,7,No,6,No,No,Yes,FitBit,70,86,100,466938
2024/02/01 7:47:24 pm GMT+5:30,YES,Female,17,69,100000,108000,Yes,Yes,Mcom,8.8,2,5,4,2,9,No,6,No,No,Yes,Fossil Gen,75,97,107,307857
2024/02/01 7:47:24 pm GMT+5:30,YES,Male,24,60,30000,65000,Yes,Yes,Msc,6,3,5,4,2,9,No,6,No,Yes,Yes,FireBolt,75,85,100,328043
2024/02/01 7:47:25 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:25 pm GMT+5:30,YES,Female,19,62,200000,63000,No,Yes,MCA,8.3,0,3,5,2,9,No,4,No,Yes,Yes,Fitbit,70,93,105,405302
2024/02/01 7:47:26 pm GMT+5:30,YES,Male,20,68,100000,90000,Yes,Yes,Mcom,9.9,0,6,6,0,9,No,4,No,Yes,Yes,FireBolt,69,94,104,343494
2024/02/01 7:47:26 pm GMT+5:30,YES,Male,17,53,60000,62000,No,Yes,Bcom,6.2,2,5,4,1,7,No,5,No,No,Yes,Samsung,63,89,105,416021
2024/02/01 7:47:27 pm GMT+5:30,YES,Male,20,55,65000,65000,No,No,BTech,9.5,1,6,5,0,8,No,5,No,No,Yes,Samsung,60,91,101,499720
2024/02/01 7:47:27 pm GMT+5:30,YES,Female,22,67,30000,45000,No,No,MCA,9.3,3,2,3,2,8,No,5,No,No,Yes,FireBolt,66,90,96,207910
2024/02/01 7:47:28 pm GMT+5:30,YES,Female,18,61,15000,65000,Yes,No,BE,6.7,0,4,3,2,7,No,4,Yes,Yes,Yes,Boat,74,81,111,254641
2024/02/01 7:47:28 pm GMT+5:30,YES,Male,23,58,100000,87000,No,Yes,BTech,6.2,1,1,4,1,8,No,4,Yes,Yes,Yes,Mi,80,86,103,219044
2024/02/01 7:47:29 pm GMT+5:30,YES,Female,18,54,60000,45000,No,No,Msc,9.6,0,4,6,0,8,No,4,No,No,Yes,Fossil,62,89,99,286580
2024/02/01 7:47:29 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:30 pm GMT+5:30,YES,Female,23,60,30000,115000,Yes,No,BE,7.8,2,0,5,2,9,No,5,No,No,Yes,Fossil Gen,61,94,109,455244
2024/02/01 7:47:31 pm GMT+5:30,YES,Female,18,50,50000,65000,Yes,Yes,MCA,7.7,1,2,3,1,8,No,4,No,No,Yes,Samsung,76,90,104,465042
2024/02/01 7:47:31 pm GMT+5:30,YES,Female,24,69,65000,63000,No,No,MCA,8.5,3,2,3,2,8,No,6,No,Yes,Yes,Fitbit,61,97,98,356777
2024/02/01 7:47:31 pm GMT+5:30,YES,Female,19,69,80000,90000,Yes,No,BE,9.5,1,5,4,1,7,No,6,No,Yes,Yes,AmazFit,65,86,113,459048
2024/02/01 7:47:32 pm GMT+5:30,YES,Male,21,51,60000,108000,No,No,Mcom,7.6,1,0,6,0,9,No,4,Yes,Yes,Yes,Fossil,60,96,98,456399
2024/02/01 7:47:32 pm GMT+5:30,YES,Female,21,59,40000,63000,Yes,No,BCA,6.7,3,3,5,0,7,No,6,Yes,Yes,Yes,Mi,60,87,116,231577
2024/02/01 7:47:33 pm GMT+5:30,YES,Female,23,62,60000,87000,No,No,Bcom,8.7,3,2,5,2,9,No,6,No,Yes,Yes,Boat,70,84,112,266060
2024/02/01 7:47:34 pm GMT+5:30,YES,Male,20,60,65000,115000,No,Yes,MCA,8.5,0,1,5,2,7,No,5,No,Yes,Yes,Fossil,67,95,101,476866
2024/02/01 7:47:34 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:34 pm GMT+5:30,YES,Male,21,49,70000,63000,No,Yes,Bcom,7.2,0,3,6,1,9,Yes,4,Yes,Yes,Yes,Noise,61,84,113,414258
2024/02/01 7:47:35 pm GMT+5:30,YES,Male,20,60,80000,45000,Yes,Yes,BTech,6.6,2,0,6,1,9,Yes,6,No,No,Yes,AmazFit,72,97,102,210321
2024/02/01 7:47:35 pm GMT+5:30,YES,Female,21,50,15000,45000,Yes,Yes,BTech,9.9,3,3,6,1,8,Yes,6,Yes,No,Yes,FireBolt,62,83,107,250934
2024/02/01 7:47:36 pm GMT+5:30,YES,Female,21,66,65000,115000,Yes,Yes,BTech,9.1,1,5,3,1,7,Yes,6,No,Yes,Yes,Mi,78,89,107,223903
2024/02/01 7:47:36 pm GMT+5:30,YES,Female,24,50,80000,63000,No,Yes,BCA,8.3,1,6,4,2,8,Yes,6,Yes,Yes,Yes,Noise,79,97,106,455739
2024/02/01 7:47:37 pm GMT+5:30,YES,Male,20,55,200000,105000,No,Yes,MTech,8.1,1,3,3,1,7,Yes,6,No,No,Yes,Fossil Gen,80,83,115,289423
2024/02/01 7:47:37 pm GMT+5:30,YES,Male,21,69,15000,63000,No,Yes,Bsc,7.7,1,4,5,1,7,Yes,6,No,Yes,Yes,Firebolt,65,95,98,491034
2024/02/01 7:47:39 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:47:57 pm GMT+5:30,YES,Female,22,63,100000,108000,No,Yes,BCA,8.6,2,0,5,2,8,No,6,Yes,Yes,Yes,FitBit,78,84,105,244763
2024/02/01 7:47:58 pm GMT+5:30,YES,Male,20,66,70000,108000,Yes,No,Msc,8.4,1,5,6,0,7,No,5,Yes,Yes,Yes,Apple,80,87,101,223115
2024/02/01 7:47:59 pm GMT+5:30,YES,Female,21,69,40000,90000,No,Yes,Mcom,9.1,1,1,6,2,8,No,6,No,No,Yes,FireBolt,70,98,116,203995
2024/02/01 7:47:59 pm GMT+5:30,YES,Male,17,70,95000,45000,Yes,No,BTech,6.3,0,0,6,2,8,No,4,No,No,Yes,FitBit,60,86,100,208112
2024/02/01 7:48:00 pm GMT+5:30,YES,Male,20,58,30000,115000,Yes,Yes,Bsc,6.4,3,0,6,0,9,No,4,No,Yes,Yes,Fastrack,61,86,95,475714
2024/02/01 7:48:00 pm GMT+5:30,YES,Female,19,55,100000,45000,Yes,Yes,Bcom,6.3,0,1,6,1,7,No,4,No,Yes,Yes,Mi,75,88,102,374054
2024/02/01 7:48:01 pm GMT+5:30,YES,Male,20,61,15000,87000,No,No,Bsc,6.1,0,6,4,2,9,No,5,Yes,Yes,Yes,Fitbit,77,87,101,474613
2024/02/01 7:48:01 pm GMT+5:30,YES,Female,21,47,60000,108000,No,No,Bcom,8.2,3,1,3,1,9,No,6,Yes,Yes,Yes,Fitbit,66,96,107,233413
2024/02/01 7:48:02 pm GMT+5:30,YES,Female,18,47,200000,90000,No,No,MTech,8.4,2,3,6,1,9,No,4,No,No,Yes,Fossil,74,87,113,263972
2024/02/01 7:48:02 pm GMT+5:30,YES,Female,23,50,15000,63000,No,Yes,BCA,8.2,2,1,3,1,9,No,5,No,Yes,Yes,Fossil Gen,78,98,116,211295
2024/02/01 7:48:03 pm GMT+5:30,YES,Female,21,67,15000,108000,Yes,No,Bsc,9.7,3,3,4,1,9,No,5,No,Yes,Yes,FireBolt,68,90,115,273894
2024/02/01 7:48:03 pm GMT+5:30,YES,Female,19,50,15000,63000,Yes,Yes,BE,6.8,0,0,6,2,9,No,5,No,Yes,Yes,AmazFit,73,86,110,323102
2024/02/01 7:48:04 pm GMT+5:30,YES,Male,20,53,95000,90000,Yes,Yes,MTech,7.2,0,2,4,1,8,No,5,No,No,Yes,Firebolt,70,90,114,399050
2024/02/01 7:48:04 pm GMT+5:30,YES,Male,22,66,50000,62000,No,No,MCA,8.2,2,3,4,2,7,No,8,No,No,Yes,AmazFit,65,89,106,424122
2024/02/01 7:48:05 pm GMT+5:30,YES,Female,17,56,15000,65000,No,No,BTech,7.9,1,0,4,2,7,No,8,No,No,Yes,FireBolt,78,95,109,284898
2024/02/01 7:48:05 pm GMT+5:30,YES,Male,19,66,65000,105000,No,No,BTech,6,3,6,4,0,7,No,9,Yes,Yes,Yes,FireBolt,62,88,99,230309
2024/02/01 7:48:05 pm GMT+5:30,YES,Male,19,46,95000,90000,Yes,No,BTech,6.9,3,0,3,0,8,No,8,No,No,Yes,Fossil Gen,61,85,112,477004
2024/02/01 7:48:06 pm GMT+5:30,YES,Female,20,47,100000,62000,No,No,Mcom,6.3,0,3,5,1,8,No,8,No,No,Yes,Noise,75,99,97,402453
2024/02/01 7:48:06 pm GMT+5:30,YES,Female,24,64,40000,62000,Yes,Yes,Mcom,9.9,3,6,4,1,9,No,8,Yes,Yes,Yes,Samsung,65,94,111,371243
2024/02/01 7:48:07 pm GMT+5:30,YES,Female,22,46,95000,90000,No,Yes,Bcom,6.6,2,5,4,0,8,No,6,No,No,Yes,Mi,73,92,97,265845
2024/02/01 7:48:07 pm GMT+5:30,YES,Female,18,49,20000,108000,No,No,BTech,9.2,3,3,6,2,9,No,6,No,No,Yes,Noise,73,88,102,235693
2024/02/01 7:48:08 pm GMT+5:30,YES,Male,24,64,100000,108000,No,No,Mcom,8,3,2,5,1,8,No,8,Yes,Yes,Yes,Fitbit,78,84,96,473182
2024/02/01 7:48:08 pm GMT+5:30,YES,Male,23,52,200000,45000,No,No,MTech,8.7,2,4,6,2,7,No,9,No,No,Yes,Apple,64,85,110,336589
2024/02/01 7:48:09 pm GMT+5:30,YES,Male,22,68,60000,65000,No,Yes,Mcom,8.9,3,3,5,2,7,No,7,No,No,Yes,FireBolt,75,85,99,301774
2024/02/01 7:48:09 pm GMT+5:30,YES,Male,20,45,30000,87000,Yes,Yes,MTech,8,1,1,6,0,7,No,7,No,No,Yes,Fossil,67,90,110,410130
2024/02/01 7:48:10 pm GMT+5:30,YES,Female,17,56,20000,115000,Yes,No,Bcom,6.6,2,1,5,1,9,No,6,Yes,Yes,Yes,Fitbit,73,92,109,497724
2024/02/01 7:48:10 pm GMT+5:30,YES,Female,17,54,60000,63000,Yes,No,BTech,8.9,3,4,5,0,7,No,8,No,No,Yes,Samsung,67,87,110,234601
2024/02/01 7:48:11 pm GMT+5:30,YES,Female,19,68,30000,90000,No,No,BTech,9.3,3,2,3,0,8,No,9,No,No,Yes,Noise,67,97,95,203641
2024/02/01 7:48:11 pm GMT+5:30,YES,Male,18,48,20000,105000,No,No,Bcom,6.6,3,0,5,2,8,No,9,No,No,Yes,Apple,73,83,104,339573
2024/02/01 7:48:12 pm GMT+5:30,YES,Male,20,60,30000,65000,Yes,No,BCA,7.7,2,3,6,1,8,No,6,No,No,Yes,Noise,70,85,99,444923
2024/02/01 7:48:13 pm GMT+5:30,YES,Male,18,52,95000,65000,No,No,BTech,8.7,2,4,6,2,7,No,8,No,Yes,Yes,Fastrack,80,93,113,293008
2024/02/01 7:48:13 pm GMT+5:30,YES,Male,17,53,15000,105000,No,No,MTech,7.1,0,1,6,2,8,No,8,Yes,Yes,Yes,Fitbit,71,84,100,238630
2024/02/01 7:48:14 pm GMT+5:30,YES,Female,22,47,20000,65000,No,Yes,BCA,9,0,3,4,2,8,No,6,No,No,Yes,Firebolt,80,92,109,446170
2024/02/01 7:48:14 pm GMT+5:30,YES,Male,24,60,20000,90000,No,No,BCA,9.5,0,3,5,2,7,No,6,No,Yes,Yes,Fossil,62,96,115,262724
2024/02/01 7:48:15 pm GMT+5:30,YES,Female,18,60,15000,90000,Yes,Yes,Bcom,8.5,2,5,6,2,7,No,6,No,Yes,Yes,Mi,76,87,108,439512
2024/02/01 7:48:15 pm GMT+5:30,YES,Male,24,70,100000,108000,Yes,No,BCA,7.6,2,1,5,2,8,No,7,No,No,Yes,Fossil Gen,62,94,101,289661
2024/02/01 7:48:16 pm GMT+5:30,YES,Male,20,53,200000,63000,Yes,No,MCA,8.1,1,6,5,0,7,No,8,No,No,Yes,Fitbit,74,86,110,440037
